,A,B,SACTRAK,PHASE2,unique_lanevals
27418,13360,11712,,,[1]
27419,13360,13227,,,[1]
27420,13361,11716,,,[1]
27421,13361,13232,,,[1]
27422,13362,11715,,,[1]
27423,13362,13338,,,[1]
27424,13362,13375,,,[1]
27425,13363,13364,,,[1]
27426,13363,13375,,,[1]
27427,13364,13363,,,[1]
27428,13364,13365,,,[1]
27429,13365,13364,,,[1]
27430,13365,13366,,,[1]
27431,13366,13341,,,[1]
27432,13366,13365,,,[1]
27433,13367,13341,,,[1]
27434,13367,13343,,,[1]
27435,13367,13396,,,[1]
27436,13368,13369,,,[1]
27437,13368,13388,,,[1]
27438,13369,13368,,,[1]
27439,13370,13339,,,[1]
27440,13370,13340,,,[1]
27441,13371,11717,,,[1]
27442,13371,13348,,,[1]
27443,13371,13372,,,[1]
27444,13372,1395,,,[1]
27445,13372,11718,,,[1]
27446,13372,13371,,,[1]
27447,13373,13348,,,[1]
27448,13373,13374,,,[1]
27449,13374,1395,,,[1]
27450,13374,13373,,,[1]
27451,13374,13383,,,[1]
27452,13375,13362,,,[1]
27453,13375,13363,,,[1]
27454,13376,11720,,,[1]
27455,13376,13383,,,[1]
27456,13377,11720,,,[1]
27457,13377,13378,,,[1]
27458,13378,13377,,,[1]
27459,13378,13379,,,[1]
27460,13379,11719,,,[1]
27461,13379,13378,,,[1]
27462,13379,13387,,,[1]
27463,13380,12727,,,[1]
27464,13380,12728,,,[1]
27465,13381,12546,,,[1]
27466,13381,13081,,,[1]
27467,13382,13080,,,[2]
27468,13382,13381,,,[1]
27469,13383,13374,,,[1]
27470,13383,13376,,,[1]
27471,13386,3,,,[1]
27472,13386,13387,,,[1]
27473,13387,13379,,,[1]
27474,13387,13386,,,[1]
27475,13388,13368,,,[1]
27476,13388,13389,,,[1]
27477,13389,13388,,,[1]
27478,13389,13390,,,[1]
27479,13390,13389,,,[1]
27480,13390,13391,,,[1]
27481,13391,13390,,,[1]
27482,13391,13392,,,[1]
27483,13392,13391,,,[1]
27484,13392,13393,,,[1]
27485,13393,13392,,,[1]
27486,13393,13394,,,[1]
27487,13394,13393,,,[1]
27488,13394,13395,,,[1]
27489,13395,13394,,,[1]
27490,13395,13396,,,[1]
27491,13396,13367,,,[1]
27492,13396,13395,,,[1]
27493,13397,1392,,,[1]
27494,13397,13410,,,[1]
27495,13397,13509,,,[1]
27496,13398,12836,,,[1]
27497,13398,12839,SUT17004,,[1]
27498,13398,12840,,,[1]
27499,13398,15391,,,[0 1]
27500,13398,15392,,,[0 1]
27501,13399,1333,,,[1]
27502,13399,12408,,,[2]
27503,13399,12424,,,[2]
27504,13400,1272,,,[1]
27505,13400,12647,,,[1]
27506,13400,12649,,,[1]
27507,13401,12723,SUT16961,,[1]
27508,13401,12741,SUT16961,,[1]
27509,13403,1367,,,[1]
27510,13403,1478,,,[1]
27511,13403,12340,,,[0]
27512,13403,12343,,,[1]
27513,13403,12868,,,[1]
27514,13404,979,,,[1]
27515,13404,2652,,,[1]
27516,13404,2653,,,[1]
27517,13404,12325,,,[1]
27518,13405,12332,,,[1]
27519,13405,13406,,,[1]
27520,13406,1392,,,[1]
27521,13406,13405,,,[1]
27522,13406,13407,,,[1]
27523,13407,1391,,,[1]
27524,13407,13175,,,[1]
27525,13407,13406,,,[1]
27526,13408,13175,,,[1]
27527,13408,13409,,,[1]
27528,13409,12350,,,[1]
27529,13409,13408,,,[1]
27530,13410,12354,,,[1]
27531,13410,13397,,,[1]
27532,13411,12350,,,[1]
27533,13411,13412,,,[1]
27534,13412,12353,,,[1]
27535,13412,13411,,,[1]
27536,13414,5597,,,[2]
27537,13414,13417,,,[1]
27538,13415,5593,,,[1]
27539,13415,5598,SAC20580,,[1 2]
27540,13415,5599,,,[1]
27541,13415,13417,,,[1]
27542,13415,14838,,,[1]
27543,13416,2332,,,[1]
27544,13416,2333,,,[1]
27545,13416,13417,SAC24300,,[1]
27546,13416,13418,SAC24300,,[1]
27547,13417,13415,,,[1]
27548,13417,13416,SAC24300,,[1]
27549,13417,15926,SAC20580,,[0 2]
27550,13418,713,,,[1]
27551,13418,13416,SAC24300,,[1]
27552,13418,13419,SAC24300,,[1]
27553,13419,705,,,[1]
27554,13419,3989,,,[1]
27555,13419,13418,SAC24300,,[1]
27556,13419,13420,,,[1]
27557,13419,14851,SAC24300,,[1]
27558,13420,4004,,,[1]
27559,13420,4005,,,[1]
27560,13420,13419,,,[1]
27561,13420,15128,,,[1]
27562,13500,12316,,,[1]
27563,13500,13501,,,[1]
27564,13501,12315,,,[1]
27565,13501,13500,,,[1]
27566,13502,1474,,,[1]
27567,13502,14328,,,[1 2]
27568,13502,14329,,,[1]
27569,13502,14330,YUB15923,,[1 2]
27570,13503,12320,,,[2]
27571,13503,12953,,,[1 0]
27572,13504,12954,,,[0]
27573,13504,13009,,,[2]
27574,13505,13048,,,[1]
27575,13505,13504,,,[2]
27576,13506,13505,,,[2]
27577,13507,12351,,,[1]
27578,13507,13508,,,[1]
27579,13508,13507,,,[1]
27580,13508,13509,,,[1]
27581,13509,1393,,,[1]
27582,13509,13397,,,[1]
27583,13509,13508,,,[1]
27584,13511,1272,,,[1]
27585,13511,12661,,,[2]
27586,13511,12663,,,[2]
27587,13512,1476,,,[1]
27588,13512,12490,YUB15927,,[1 2]
27589,13512,14930,YUB15927,,[1 2]
27590,13513,1275,,,[1]
27591,13513,1282,,,[1]
27592,13513,10293,SUT16972,,[0]
27593,13513,10294,SUT16972,,[0]
27594,13513,12622,SUT16955,,[1]
27595,13513,12638,SUT16955,,[1]
27596,13514,1343,,,[1]
27597,13514,12565,,,[1]
27598,13514,12570,,,[1]
27599,13515,1388,,,[1]
27600,13515,12301,CAL20431,,[1]
27601,13515,13531,,,[1]
27602,13516,12304,,,[1]
27603,13516,13531,,,[1]
27604,13517,12304,,,[1]
27605,13517,12357,,,[1]
27606,13518,12316,,,[1]
27607,13518,12336,,,[1]
27608,13519,12319,YUB15927,,[1 2]
27609,13519,12336,,,[1]
27610,13519,15471,,,[0 1]
27611,13519,15472,,,[0 1]
27612,13520,13040,,,[2]
27613,13521,1334,,,[1]
27614,13521,12366,,,[1]
27615,13521,12471,,,[1]
27616,13522,13161,,,[2]
27617,13522,13523,,,[1]
27618,13523,1342,,,[0 1]
27619,13523,12367,CAL20994,,[0 1]
27620,13523,12534,,,[1]
27621,13523,13161,,,[1]
27622,13523,15462,,,[0 1]
27623,13524,13097,,,[2]
27624,13525,13524,,,[2]
27625,13526,13525,,,[2]
27626,13527,1334,,,[1]
27627,13527,12364,,,[2]
27628,13528,1334,,,[1]
27629,13528,12363,,,[1]
27630,13528,12364,,,[1]
27631,13529,12640,SUT16964,,[2]
27632,13529,12726,,,[2]
27633,13529,14319,CAL15770,,[3]
27634,13529,14320,CAL15770,,[2 3]
27635,13530,13110,,,[2]
27636,13530,14660,,,[2]
27637,13531,12356,,,[1]
27638,13531,13515,,,[1]
27639,13531,13516,,,[1]
27640,13532,12312,,,[1]
27641,13532,12547,,,[1 2]
27642,13532,13151,,,[1]
27643,13532,15208,YUB15911,,[0]
27644,13533,12326,CAL18815,,[1 2]
27645,13533,12418,CAL18815,,[1 2]
27646,13533,13534,,,[1]
27647,13534,13533,,,[1]
27648,13534,13535,,,[1]
27649,13535,12450,,,[1]
27650,13535,13158,,,[1]
27651,13535,13534,,,[1]
27652,13536,12300,,,[1]
27653,13536,13158,,,[1]
27654,13537,1147,,,[1]
27655,13537,1435,,,[1]
27656,13537,2751,PLA25487,,[1 2]
27657,13537,6157,PLA25487,,[1 2]
27658,13537,13538,,,[1]
27659,13538,1445,,,[1 0]
27660,13538,13537,,,[1]
27661,13538,14653,PLA25755,,[0 2]
27662,13538,14763,PLA25755,,[0 2]
27663,13538,15252,,,[0 1]
27664,13539,1082,,,[1]
27665,13539,2758,PLA15660,,[2]
27666,13539,2898,PLA15660,,[2 1]
27667,13540,211,,,[1]
27668,13540,9289,,,[2]
27669,13540,9290,,,[2]
27670,13540,15852,,,[1]
27671,13541,4666,,,[1]
27672,13541,4793,,,[1]
27673,13541,9290,PLA18910,,[1]
27674,13542,207,,,[1]
27675,13542,2720,,,[1]
27676,13542,4667,,,[1]
27677,13543,207,,,[1]
27678,13543,2718,,,[1]
27679,13543,2719,,,[1]
27680,13544,1458,,,[1]
27681,13544,1459,,,[1]
27682,13544,2721,PLA25705,,[1 2]
27683,13544,2722,PLA25745,,[1 2]
27684,13544,6669,,,[0]
27685,13544,6670,PLA25305,,[0 2]
27686,13545,1151,,,[1]
27687,13545,1153,,,[1]
27688,13545,6466,,,[1]
27689,13545,6494,,,[1]
27690,13546,6432,,,[1]
27691,13546,6433,,,[1]
27692,13547,6043,SAC24268,,[0 3]
27693,13547,12983,SAC23160,,[0]
27694,13547,12987,SAC24529,,[0 2]
27695,13547,14563,SAC24372,,[0]
27696,13548,2710,,,[1]
27697,13548,2749,,,[1]
27698,13548,14332,,,[0]
27699,13548,14430,,,[0]
27700,13549,1111,,,[1]
27701,13549,1113,,,[1]
27702,13549,1493,,,[1]
27703,13549,10272,,,[2]
27704,13549,14305,,,[2]
27705,13549,15184,,,[1]
27706,13549,15705,,,[1]
27707,13550,4199,ELD19389,,[1 2]
27708,13550,10273,SAC21280,,[1 2]
27709,13550,14442,,,[2 1]
27710,13551,1094,,,[1]
27711,13551,11179,,,[1]
27712,13551,13552,,,[1]
27713,13551,16206,,,[0 1]
27714,13552,3492,,,[1]
27715,13552,13551,,,[1]
27716,13553,1497,,,[1 0]
27717,13553,11030,ELD19468,,[1 2]
27718,13553,14441,ELD19232,,[0 2]
27719,13553,15504,SAC24327,,[0 2]
27720,13553,15507,SAC25080,,[1 2]
27721,13553,15646,,,[0 1]
27722,13554,849,,,[2 1]
27723,13554,10424,ELD19469,,[1 2]
27724,13554,11029,ELD19469,,[1 2]
27725,13554,15649,,,[0 1]
27726,13555,6396,,,[2]
27727,13555,9759,,,[3]
27728,13556,9768,CAL20648,,[2 3]
27729,13556,14909,,,[1]
27730,13557,5262,,,[3]
27731,13557,5263,,,[3]
27732,13557,13559,,,[1]
27733,13558,5263,,,[3]
27734,13558,13568,,,[3]
27735,13558,13569,,,[1]
27736,13559,13560,,,[1]
27737,13560,13561,,,[1]
27738,13561,14909,,,[1]
27739,13561,16160,,,[0 1]
27740,13562,5262,,,[2]
27741,13563,13555,CAL21198,,[2 3]
27742,13564,13565,,,[1]
27743,13565,13566,,,[1]
27744,13566,13567,,,[1]
27745,13567,5263,,,[1]
27746,13568,4794,,,[3]
27747,13568,13558,,,[3]
27748,13568,13569,,,[1]
27749,13569,6398,,,[1 2]
27750,13569,9187,,,[1]
27751,13571,1116,,,[1]
27752,13571,4796,SAC21210,,[2 3]
27753,13571,4999,SAC21210,,[2 3]
27754,13571,13796,,,[1]
27755,13572,11085,ELD15230,,[1 2]
27756,13572,13573,ELD15230,,[1 2]
27757,13573,1096,,,[1]
27758,13573,13572,ELD15230,,[1 2]
27759,13573,13574,,,[1 2]
27760,13574,1097,,,[1]
27761,13574,10424,,,[1 2]
27762,13574,13573,,,[1 2]
27763,13575,1095,,,[1]
27764,13575,3492,,,[2]
27765,13575,10285,,,[2]
27766,13576,4609,,,[1]
27767,13576,13577,,,[1]
27768,13577,3547,,,[1]
27769,13577,13576,,,[1]
27770,13578,3586,SAC24210,,[3]
27771,13578,6021,SAC24210,,[3]
27772,13578,11844,,,[2 1]
27773,13578,11845,SAC24208,,[0]
27774,13579,3161,SAC21500,,[2 3]
27775,13579,14368,SAC21500,,[2 1 3]
27776,13580,6153,,,[2 1]
27777,13580,13581,,,[2 1]
27778,13581,1233,,,[1]
27779,13581,3493,,,[2 1]
27780,13581,3578,,,[1]
27781,13581,8485,,,[1]
27782,13581,8632,,,[1]
27783,13581,9817,,,[1]
27784,13581,11917,,,[1]
27785,13581,13580,,,[2 1]
27786,13582,9770,,,[1]
27787,13582,9772,,,[1]
27788,13583,9765,,,[1]
27789,13583,9771,,,[1]
27790,13584,9787,,,[1]
27791,13584,9789,,,[2]
27792,13585,9788,,,[1]
27793,13585,11149,,,[2 3]
27794,13586,5885,,,[1]
27795,13586,10245,CAL18767,,[0 1]
27796,13587,5887,,,[1]
27797,13587,9615,,,[1]
27798,13588,11308,,,[2]
27799,13588,11309,,,[2]
27800,13589,267,,,[1]
27801,13589,4425,,,[1]
27802,13589,13590,,,[1]
27803,13589,15078,,,[1]
27804,13590,1172,,,[1]
27805,13590,8396,,,[1]
27806,13590,13589,,,[1]
27807,13591,2745,PLA18720,,[1]
27808,13591,4851,PLA18710,,[1 2]
27809,13591,4854,PLA19020,,[1 2]
27810,13591,4858,,,[0]
27811,13592,4859,,,[1 3]
27812,13592,14242,,,[1]
27813,13592,15849,,,[1 2]
27814,13593,8439,,,[1]
27815,13593,13594,PLA25689,,[1 2]
27816,13593,14224,,,[2]
27817,13594,1091,,,[1]
27818,13594,8441,PLA25689,,[1 2]
27819,13594,13593,PLA25689,,[1 2]
27820,13595,206,,,[1]
27821,13595,6149,PLA25166,,[2]
27822,13595,8441,PLA25689,PLA25771,[1 2 3]
27823,13595,10278,PLA25688,,[0 1 2]
27824,13595,10370,,,[1]
27825,13596,9289,PLA25164,,[2 3]
27826,13596,14225,PLA25164,,[2 3]
27827,13596,15101,,,[1]
27828,13597,1459,,,[1]
27829,13597,4843,,,[1]
27830,13597,8439,,,[1]
27831,13597,10373,,,[1]
27832,13598,2852,PLA15390,,[1 2]
27833,13598,6167,PLA15390,,[1 2]
27834,13599,2731,PLA25737,,[1 2]
27835,13599,4791,PLA25737,,[1 2]
27836,13599,6129,PLA25595,,[1 3]
27837,13600,1085,,,[1]
27838,13600,1434,,,[1]
27839,13600,4272,PLA19470,,[2 1]
27840,13600,14231,PLA19470,,[2 1]
27841,13601,14231,PLA19470,,[2 1]
27842,13601,14232,PLA19470,,[2 1]
27843,13602,13603,,,[2 1]
27844,13602,14232,PLA19470,,[2 1]
27845,13603,1437,,,[1]
27846,13603,5964,PLA25710,,[2 3 4]
27847,13603,11256,PLA25537,,[1 2 3]
27848,13603,13602,,,[2 1]
27849,13603,13604,,,[1]
27850,13604,1084,,,[1]
27851,13604,1438,,,[0 1]
27852,13604,13603,,,[1]
27853,13605,2857,,,[2]
27854,13605,11257,,,[2]
27855,13606,2784,,,[3]
27856,13606,4253,,,[3]
27857,13606,6163,,,[2]
27858,13607,2787,,,[2 3]
27859,13607,8036,,,[3]
27860,13607,13615,,,[1]
27861,13608,5450,,,[3]
27862,13608,8036,,,[3]
27863,13608,8406,,,[2 1]
27864,13609,2785,,,[2 3]
27865,13609,11257,,,[2 3]
27866,13609,13770,,,[2]
27867,13610,196,,,[1]
27868,13610,2784,,,[0 2]
27869,13610,13611,,,[0 1]
27870,13610,13769,,,[2]
27871,13611,2785,,,[0 2]
27872,13611,13610,,,[0 1]
27873,13612,4564,,,[2]
27874,13612,13770,,,[2]
27875,13612,15188,,,[1]
27876,13613,1466,,,[1]
27877,13613,5959,,,[1 2]
27878,13613,13769,,,[2]
27879,13614,194,,,[1]
27880,13614,11257,,,[2]
27881,13614,13768,,,[2]
27882,13615,1089,,,[1]
27883,13615,7265,,,[2]
27884,13615,13607,,,[1]
27885,13615,13768,,,[2]
27886,13616,1465,,,[1]
27887,13616,5959,,,[1 2]
27888,13616,7265,,,[1 2]
27889,13616,13773,,,[0 1]
27890,13617,5989,,,[1 2]
27891,13617,8036,,,[1 2]
27892,13618,4278,,,[3]
27893,13618,5184,,,[3]
27894,13618,13773,,,[0 1]
27895,13618,15741,,,[0 1]
27896,13619,1083,,,[1]
27897,13619,2327,PLA25429,,[1]
27898,13619,7064,PLA25429,,[1]
27899,13620,2323,PLA25680,,[3 4]
27900,13620,4643,,,[1]
27901,13620,9376,PLA25680,,[3 4]
27902,13621,11330,PLA20460,,[2 3]
27903,13621,11331,PLA20460,,[1 2 3]
27904,13622,5978,,,[2]
27905,13622,11330,,,[1 2]
27906,13622,15113,,,[1]
27907,13623,191,,,[1]
27908,13623,2827,PLA20460,,[2 3]
27909,13623,11331,PLA20460,,[2 3]
27910,13624,1472,,,[1]
27911,13624,5976,,,[1 2]
27912,13624,5977,,,[2]
27913,13624,15114,,,[1]
27914,13625,1471,,,[1]
27915,13625,5977,,,[1]
27916,13625,6288,,,[1]
27917,13626,2326,,,[2]
27918,13626,13773,,,[1]
27919,13626,14228,,,[2]
27920,13627,2920,,,[2]
27921,13627,4452,,,[2]
27922,13628,315,,,[1]
27923,13628,2973,SAC15230,,[2 3]
27924,13628,14612,SAC15230,,[2 3]
27925,13629,321,,,[1]
27926,13629,2973,SAC15230,,[2 3]
27927,13629,2974,SAC15230,,[2 3]
27928,13630,2920,SAC15750,,[2 3]
27929,13630,2946,SAC15750,,[2 3]
27930,13630,14617,,,[1]
27931,13631,321,,,[1]
27932,13631,2973,,,[1]
27933,13631,14617,,,[1]
27934,13632,315,,,[1]
27935,13632,2973,,,[2 1]
27936,13632,3338,,,[2]
27937,13633,1105,,,[1]
27938,13633,5900,,,[4]
27939,13633,6184,,,[4]
27940,13633,8187,,,[2 1]
27941,13633,13763,,,[1]
27942,13634,1319,,,[1]
27943,13634,5900,,,[2]
27944,13634,8180,,,[1 2]
27945,13634,8196,,,[2]
27946,13634,13640,,,[1 2]
27947,13635,261,,,[1]
27948,13635,1105,,,[1]
27949,13635,5900,,,[3]
27950,13635,13636,,,[3]
27951,13636,13635,,,[3]
27952,13636,13641,,,[3]
27953,13636,15280,,,[0 1]
27954,13637,8192,,,[2]
27955,13637,9224,,,[3 2]
27956,13637,13641,,,[3 4]
27957,13637,15270,,,[0 1]
27958,13637,16361,,,[1 2]
27959,13638,261,,,[1]
27960,13638,2988,,,[4]
27961,13638,6546,,,[1]
27962,13638,13639,,,[4]
27963,13638,14712,,,[1]
27964,13639,1321,,,[1]
27965,13639,5900,,,[4]
27966,13639,13638,,,[4]
27967,13640,1318,,,[1]
27968,13640,1319,,,[1]
27969,13640,6184,,,[1 2 3]
27970,13640,13634,,,[1 2]
27971,13641,6059,SAC18570,,[1 3 2]
27972,13641,13636,,,[3]
27973,13641,13637,,,[3 4]
27974,13641,13642,,,[2 3]
27975,13642,11303,,,[2 3]
27976,13642,13641,,,[2 3]
27977,13643,3001,,,[1]
27978,13643,8484,,,[1]
27979,13643,9220,SAC18740,,[0 2]
27980,13643,15267,,,[0 1]
27981,13644,275,,,[1]
27982,13644,2977,SAC18440,,[1 2]
27983,13644,8182,SAC18440,,[1 2]
27984,13644,15116,,,[1]
27985,13644,15822,,,[2 1]
27986,13645,8183,SAC18460,,[2 3]
27987,13645,9539,SAC18460,,[2 1 3]
27988,13646,1399,,,[1]
27989,13646,6606,,,[2 1]
27990,13646,6608,,,[2 1]
27991,13646,14857,,,[2 1]
27992,13646,14858,,,[2 1]
27993,13647,1234,,,[1]
27994,13647,8183,,,[1]
27995,13647,14858,,,[1]
27996,13647,14859,,,[1]
27997,13647,15120,,,[1]
27998,13648,11914,,,[1]
27999,13648,11915,,,[1]
28000,13649,2981,,,[1]
28001,13649,3301,,,[1]
28002,13650,1079,,,[1]
28003,13650,1164,,,[1]
28004,13650,2604,,,[1 2]
28005,13650,2609,,,[1 2]
28006,13650,15796,,,[0 1]
28007,13651,6639,,,[1]
28008,13651,13033,YOL19429,,[0 1]
28009,13651,14325,,,[1]
28010,13652,3761,,,[2]
28011,13652,3852,,,[2]
28012,13653,1073,,,[1]
28013,13653,4088,SAC23840,,[2]
28014,13653,8104,,,[1]
28015,13653,8105,SAC23840,,[2]
28016,13654,8459,SAC23840,,[2]
28017,13654,8461,SAC23840,,[2]
28018,13654,8480,,,[1]
28019,13654,11550,SAC24537,,[1 2]
28020,13655,3483,SAC24537,,[1 2]
28021,13655,8450,SAC24537,,[1 2]
28022,13655,11537,SAC24758,,[0 1]
28023,13655,11549,SAC24537,,[0 2]
28024,13656,3928,,,[2 3]
28025,13656,13657,,,[1]
28026,13656,14303,,,[3]
28027,13656,15353,,,[0 1]
28028,13656,15670,,,[0 1]
28029,13657,722,,,[1]
28030,13657,6651,,,[1]
28031,13657,8748,,,[1]
28032,13657,13656,,,[1]
28033,13657,15353,,,[0 1]
28034,13658,723,,,[0 1]
28035,13658,14294,SAC24109,,[0 2]
28036,13658,14295,SAC24980,,[0 1 2]
28037,13658,14303,SAC24108,,[0 2]
28038,13658,15895,,,[0 1]
28039,13659,10319,SAC20320,,[1 2]
28040,13659,13662,,,[1]
28041,13659,14291,SAC20320,,[1 2]
28042,13659,14295,SAC24980,,[0 1 2]
28043,13659,14965,SAC24111,,[0 2]
28044,13660,1195,,,[1]
28045,13660,6085,,,[1 2]
28046,13660,11955,,,[0]
28047,13660,11956,,,[0]
28048,13660,13661,,,[0 2]
28049,13660,14294,SAC24109,,[0 2]
28050,13661,12365,,,[1 2]
28051,13661,13660,,,[0 2]
28052,13661,14291,SAC20320,,[1 2]
28053,13661,14964,SAC24099,,[0 2]
28054,13661,15692,,,[0 1]
28055,13661,16270,,,[1]
28056,13662,5675,,,[1]
28057,13662,10319,,,[1]
28058,13662,13659,,,[1]
28059,13663,3570,,,[1 3]
28060,13663,9632,,,[1 3]
28061,13663,13794,,,[1]
28062,13664,3918,,,[2]
28063,13664,4861,,,[2]
28064,13664,8744,,,[1]
28065,13665,618,,,[1]
28066,13665,3910,,,[1 2]
28067,13665,13666,,,[1 2]
28068,13666,1186,,,[1]
28069,13666,4703,,,[1 2]
28070,13666,13665,,,[1]
28071,13667,728,,,[1]
28072,13667,3919,,,[1]
28073,13667,8745,,,[1]
28074,13667,13668,,,[1]
28075,13667,13671,,,[1]
28076,13668,4043,,,[1]
28077,13668,8745,,,[1]
28078,13668,13667,,,[1]
28079,13668,15363,,,[1]
28080,13669,3920,,,[1]
28081,13669,13670,,,[1]
28082,13670,5648,,,[1 3]
28083,13670,13669,,,[1]
28084,13671,1201,,,[1]
28085,13671,4040,,,[2]
28086,13671,4183,,,[2]
28087,13671,8746,,,[1]
28088,13671,13667,,,[1]
28089,13672,4290,,,[1]
28090,13672,11877,,,[1]
28091,13673,619,,,[1]
28092,13673,914,,,[1]
28093,13673,3816,,,[1]
28094,13673,4239,,,[1]
28095,13674,68,,,[1]
28096,13674,4987,,,[2]
28097,13674,13675,,,[2]
28098,13675,67,,,[1]
28099,13675,1164,,,[1]
28100,13675,13674,,,[2]
28101,13675,13676,,,[2]
28102,13675,15791,YOL19434,,[0 2]
28103,13676,67,,,[1]
28104,13676,1164,,,[1]
28105,13676,1165,,,[1]
28106,13676,13675,,,[2]
28107,13676,13677,,,[2]
28108,13676,15795,,,[2]
28109,13677,13676,,,[2]
28110,13677,15792,,,[2]
28111,13678,13679,,,[1]
28112,13678,13716,,,[1]
28113,13678,15792,,,[2]
28114,13679,1165,,,[1]
28115,13679,13678,,,[1]
28116,13679,15799,,,[1]
28117,13679,15802,,,[1]
28118,13680,1085,,,[1]
28119,13680,4272,,,[2]
28120,13680,11270,,,[2]
28121,13681,2799,,,[1]
28122,13681,2800,,,[1]
28123,13681,6167,PLA20890,,[1 2]
28124,13681,14244,PLA20890,,[1 2]
28125,13682,8437,,,[2]
28126,13682,14225,,,[2]
28127,13683,13684,,,[2]
28128,13683,13685,,,[1]
28129,13683,13686,,,[2]
28130,13684,2069,,,[2]
28131,13684,13683,,,[2]
28132,13685,4169,,,[1]
28133,13685,13683,,,[1]
28134,13686,4167,,,[2]
28135,13686,13683,,,[2]
28136,13687,4169,,,[1]
28137,13687,13689,,,[1]
28138,13688,4166,,,[1]
28139,13688,9498,,,[1]
28140,13689,4166,,,[1]
28141,13689,13687,,,[1]
28142,13690,4101,,,[1]
28143,13690,10145,,,[1]
28144,13691,4167,,,[2]
28145,13691,10145,,,[2]
28146,13692,9499,,,[2]
28147,13692,13693,,,[2]
28148,13693,4100,,,[2]
28149,13693,4135,,,[1]
28150,13693,13692,,,[2]
28151,13694,4100,,,[2]
28152,13694,13695,,,[2]
28153,13695,13694,,,[2]
28154,13695,13696,,,[2]
28155,13696,13695,,,[2]
28156,13696,13697,,,[2]
28157,13697,13696,,,[2]
28158,13697,13698,,,[2]
28159,13698,4128,,,[2]
28160,13698,13697,,,[2]
28161,13699,11671,,,[1]
28162,13699,11672,,,[1]
28163,13700,11670,,,[1]
28164,13700,11671,,,[1]
28165,13701,4154,,,[1]
28166,13701,10190,,,[1 2]
28167,13702,3610,,,[1]
28168,13702,3627,,,[1]
28169,13703,6107,,,[0]
28170,13703,10425,,,[1]
28171,13703,14473,,,[0]
28172,13703,14870,ELD19236,,[1 2]
28173,13703,15350,,,[1]
28174,13704,14718,,,[1]
28175,13704,14719,,,[1]
28176,13705,3099,,,[1]
28177,13705,13272,,,[1]
28178,13706,1479,,,[1]
28179,13706,1480,,,[1]
28180,13706,12362,,,[1]
28181,13706,13270,,,[1]
28182,13707,12308,,,[1]
28183,13707,12310,,,[1]
28184,13708,12338,,,[1]
28185,13708,12461,,,[1]
28186,13709,12324,,,[1]
28187,13709,12454,,,[1]
28188,13710,2601,,,[1]
28189,13710,2602,,,[1]
28190,13710,15800,,,[1]
28191,13711,169,,,[1]
28192,13711,2824,,,[1 2]
28193,13711,14230,,,[2]
28194,13711,15240,,,[0 1]
28195,13712,4305,,,[1]
28196,13712,13713,,,[1]
28197,13713,3494,,,[1]
28198,13713,13712,,,[1]
28199,13714,946,,,[1]
28200,13714,4305,,,[2]
28201,13714,4341,,,[2]
28202,13715,3494,,,[1]
28203,13715,4029,,,[1]
28204,13716,65,,,[1]
28205,13716,13678,,,[1]
28206,13716,15800,,,[1]
28207,13717,3653,,,[2 3]
28208,13717,8172,,,[2 1]
28209,13717,13719,SAC24586,,[1 2]
28210,13717,14955,SAC24586,,[1 2]
28211,13718,8173,,,[2]
28212,13718,13719,,,[2]
28213,13719,8172,,,[2]
28214,13719,12008,,,[0 1]
28215,13719,13717,SAC24586,,[1 2]
28216,13719,13718,,,[2]
28217,13720,14311,,,[0 2]
28218,13720,14312,,,[0 2]
28219,13721,1123,,,[1]
28220,13721,8638,,,[1]
28221,13721,8645,,,[0 1]
28222,13721,10047,SAC24202,,[1 2]
28223,13721,11606,SAC24202,,[1 2]
28224,13722,1123,,,[1]
28225,13722,8075,,,[3]
28226,13722,11266,SAC24548,,[3 2]
28227,13722,14955,SAC24190,,[0 2 3]
28228,13723,2437,,,[1]
28229,13723,2457,,,[1]
28230,13724,8649,,,[1]
28231,13724,12808,,,[1]
28232,13724,12823,,,[1]
28233,13725,12731,,,[1]
28234,13725,13220,,,[1]
28235,13726,2287,,,[1]
28236,13726,13727,,,[1]
28237,13727,2557,,,[1]
28238,13727,4620,,,[1]
28239,13727,13726,,,[1]
28240,13727,15723,,,[0 1]
28241,13728,2353,,,[1]
28242,13728,2525,,,[1]
28243,13728,13729,,,[1]
28244,13729,8720,,,[1]
28245,13729,13728,,,[1]
28246,13730,8700,,,[1]
28247,13730,8706,,,[1]
28248,13731,8709,,,[1]
28249,13731,8713,,,[1]
28250,13732,8708,,,[1]
28251,13732,8712,,,[1]
28252,13733,8409,,,[1]
28253,13733,15179,,,[1]
28254,13734,8749,,,[1]
28255,13734,8752,,,[1]
28256,13734,13735,,,[1]
28257,13735,13734,,,[1]
28258,13735,13736,,,[1]
28259,13736,13735,,,[1]
28260,13736,13737,,,[1]
28261,13737,3925,,,[1]
28262,13737,13736,,,[1]
28263,13737,13738,,,[1]
28264,13738,13737,,,[1]
28265,13738,15180,,,[1]
28266,13738,15360,,,[0 1]
28267,13739,8431,,,[1]
28268,13739,13740,,,[1]
28269,13739,15180,,,[1]
28270,13740,13739,,,[1]
28271,13740,13741,,,[1]
28272,13741,726,,,[1]
28273,13741,13740,,,[1]
28274,13741,13742,,,[1]
28275,13742,1135,,,[1]
