,A,B,SACTRAK,PHASE2,unique_lanevals
6548,2921,15653,SAC24264,,[2]
6549,2922,2660,,,[2]
6550,2922,6619,SAC25079,,[1 3 2]
6551,2922,11742,SAC25276,,[1 2]
6552,2922,14677,,,[2]
6553,2923,2660,SAC22020,,[1 2]
6554,2923,3343,SAC22020,,[1 2]
6555,2924,2660,,,[2 3]
6556,2924,2925,,,[2 3]
6557,2924,4913,,,[1]
6558,2925,2924,,,[2 3]
6559,2925,2947,SAC15030,,[2 3]
6560,2925,3025,SAC24575,,[1]
6561,2925,14769,,,[1]
6562,2927,2928,,,[2]
6563,2927,5522,,,[2]
6564,2927,14666,,,[1]
6565,2928,428,,,[1]
6566,2928,2927,,,[2]
6567,2928,14288,,,[2]
6568,2929,4410,,,[2]
6569,2929,4445,,,[2]
6570,2929,8301,,,[2]
6571,2929,14288,,,[2]
6572,2930,3064,,,[2]
6573,2930,5967,,,[2]
6574,2930,6067,,,[2]
6575,2930,8403,,,[2]
6576,2931,3064,,,[2]
6577,2931,3069,,,[2]
6578,2931,4321,,,[1]
6579,2932,425,,,[1]
6580,2932,450,,,[1]
6581,2932,2278,SAC25064,,[0 1]
6582,2932,2933,,,[1]
6583,2932,3220,,,[1]
6584,2932,16375,SAC25064,,[0 1]
6585,2933,2278,,,[1]
6586,2933,2932,,,[1]
6587,2933,2934,,,[1]
6588,2933,4469,,,[1]
6589,2934,2933,,,[1]
6590,2934,4461,,,[1]
6591,2935,4324,SAC23080,,[2]
6592,2935,4325,,,[1]
6593,2935,4460,SAC24251,,[1]
6594,2935,8404,SAC23080,,[2]
6595,2936,1473,,,[1]
6596,2936,2937,,,[1]
6597,2936,4326,SAC24251,,[1]
6598,2936,10195,,,[2]
6599,2937,530,,,[1]
6600,2937,2936,,,[1 2]
6601,2937,2938,,,[1]
6602,2937,3073,,,[1]
6603,2937,15710,,,[1]
6604,2938,530,,,[1]
6605,2938,2937,,,[1]
6606,2938,3092,SAC22280,,[1]
6607,2939,2940,,,[1]
6608,2939,2951,,,[1]
6609,2940,306,,,[1]
6610,2940,307,,,[1]
6611,2940,2939,,,[1]
6612,2940,2941,,,[1]
6613,2941,2915,SAC24805,,[1]
6614,2941,2940,,,[1]
6615,2941,2942,,,[1]
6616,2941,6612,SAC24805,,[1]
6617,2942,308,,,[1]
6618,2942,2941,,,[1]
6619,2942,2948,,,[1]
6620,2942,8229,,,[1]
6621,2943,2917,,,[1]
6622,2943,2949,,,[1]
6623,2943,4635,,,[1]
6624,2943,8229,,,[1]
6625,2944,297,,,[1]
6626,2944,2945,,,[1]
6627,2944,2969,,,[1]
6628,2944,4403,,,[1]
6629,2944,4405,,,[1]
6630,2945,2944,,,[1]
6631,2945,4636,,,[1]
6632,2945,8232,,,[1]
6633,2946,2972,SAC15750,,[2 3]
6634,2946,6572,,,[1]
6635,2946,13630,SAC15750,,[2 3]
6636,2946,14616,,,[1]
6637,2947,427,,,[1]
6638,2947,429,,,[1]
6639,2947,2925,SAC15030,,[2 3]
6640,2947,5523,SAC15030,,[2 3]
6641,2947,6566,,,[1]
6642,2947,6569,,,[1]
6643,2948,2942,,,[1]
6644,2948,2954,,,[1]
6645,2949,2943,,,[1]
6646,2949,2956,,,[1]
6647,2950,309,,,[1]
6648,2950,2951,,,[1]
6649,2950,2963,,,[1]
6650,2951,2939,,,[1]
6651,2951,2950,,,[1]
6652,2951,2952,,,[1]
6653,2951,2964,,,[1]
6654,2952,305,,,[1]
6655,2952,306,,,[1]
6656,2952,2951,,,[1]
6657,2952,2953,,,[1]
6658,2953,2952,,,[1]
6659,2953,4634,,,[1]
6660,2953,6612,SAC24805,,[1]
6661,2953,8228,SAC24805,,[1]
6662,2954,301,,,[1]
6663,2954,2948,,,[1]
6664,2954,2955,,,[1]
6665,2954,4634,,,[1]
6666,2955,302,,,[1]
6667,2955,2954,,,[1]
6668,2955,2956,,,[1]
6669,2956,2949,,,[1]
6670,2956,2955,,,[1]
6671,2956,15902,,,[1]
6672,2957,2901,,,[1]
6673,2957,2975,,,[1]
6674,2957,11885,SAC24171,,[1 0]
6675,2958,1407,,,[1]
6676,2958,2976,SAC24570,,[1 2]
6677,2958,4925,SAC24570,,[1 2]
6678,2958,11493,SAC24525,,[1 2]
6679,2958,11885,SAC24938,,[0 1]
6680,2959,10196,,,[2]
6681,2959,10197,,,[2]
6682,2960,1403,,,[1]
6683,2960,6605,SAC15180,SAC18510,[1 2 3]
6684,2960,6607,SAC15180,SAC18510,[1 2 3]
6685,2960,14857,,,[2 1]
6686,2961,2962,SAC15180,SAC18510,[1 2 3]
6687,2961,8222,SAC15180,SAC18510,[1 2 3]
6688,2962,2961,SAC15180,SAC18510,[1 2 3]
6689,2962,3311,,,[1]
6690,2962,4630,,,[1]
6691,2962,11776,SAC15180,,[1 2]
6692,2963,2950,,,[1]
6693,2963,4633,,,[1]
6694,2963,6611,SAC15180,,[1 2]
6695,2963,11776,SAC15180,,[1 2]
6696,2964,2951,,,[1]
6697,2964,2965,SAC15180,,[1 2]
6698,2964,6610,,,[1]
6699,2964,6611,SAC15180,,[1 2]
6700,2965,305,,,[1]
6701,2965,2964,SAC15180,,[1 2]
6702,2965,2966,SAC15180,,[2]
6703,2966,2965,SAC15180,,[2]
6704,2966,8224,SAC24935,,[1]
6705,2966,8226,SAC24805,,[1]
6706,2966,8227,,,[2]
6707,2967,4484,,,[1]
6708,2967,8227,,,[2]
6709,2967,8230,,,[2]
6710,2967,15902,,,[1]
6711,2968,298,,,[1]
6712,2968,2969,,,[2]
6713,2968,4482,,,[2]
6714,2969,297,,,[1]
6715,2969,298,,,[1]
6716,2969,2944,,,[1]
6717,2969,2968,,,[2]
6718,2969,6019,,,[2]
6719,2970,320,,,[1]
6720,2970,2971,,,[2]
6721,2970,6019,,,[2]
6722,2971,316,,,[1]
6723,2971,2970,,,[2]
6724,2971,14602,,,[2]
6725,2972,2946,SAC15750,,[2 3]
6726,2972,3336,SAC15750,,[2 3]
6727,2972,14602,,,[2]
6728,2972,14612,SAC15230,,[2 3]
6729,2973,13628,SAC15230,,[2 3]
6730,2973,13629,SAC15230,,[2 3]
6731,2973,13631,,,[2 1]
6732,2973,13632,,,[2 1]
6733,2974,3341,,,[2]
6734,2974,3342,,,[2]
6735,2974,4481,SAC15230,,[2 3]
6736,2974,13629,SAC15230,,[2 3]
6737,2975,2957,,,[1]
6738,2975,9219,SAC24527,SAC24974,[0 1]
6739,2975,11499,SAC24573,,[0 2]
6740,2975,11557,,,[1]
6741,2975,11885,SAC24171,,[0 1]
6742,2976,1402,,,[1]
6743,2976,2958,SAC24570,,[1 2]
6744,2976,5974,,,[0]
6745,2976,6554,,,[1]
6746,2976,11498,SAC24574,,[0]
6747,2976,11499,SAC24573,,[0 2]
6748,2977,279,,,[1]
6749,2977,5895,SAC15180,SAC18510,[1 2 3]
6750,2977,6605,SAC15180,SAC18510,[1 2 3]
6751,2977,13644,SAC18440,,[1 2]
6752,2978,5109,,,[1]
6753,2978,11509,,,[1]
6754,2979,2982,,,[1]
6755,2979,11510,,,[1]
6756,2979,11511,,,[1]
6757,2979,11557,,,[1]
6758,2980,289,,,[1]
6759,2980,5975,,,[0]
6760,2980,10031,,,[1]
6761,2980,11505,,,[1]
6762,2981,4411,,,[1]
6763,2981,8221,,,[1]
6764,2981,13649,,,[1]
6765,2982,2979,,,[1]
6766,2982,2983,,,[1]
6767,2982,3301,,,[1]
6768,2982,4411,,,[1]
6769,2983,289,,,[1]
6770,2983,2982,,,[1]
6771,2983,2984,,,[1]
6772,2983,8651,,,[1]
6773,2984,259,,,[1]
6774,2984,2983,,,[1]
6775,2984,2985,,,[1 2]
6776,2985,2984,,,[1 2]
6777,2985,5093,,,[1 2]
6778,2985,8484,,,[1]
6779,2985,14418,,,[1 2]
6780,2986,2987,,,[3]
6781,2986,5092,,,[2 3]
6782,2986,8191,,,[2 3]
6783,2986,9539,SAC18460,,[2 3]
6784,2986,15276,,,[0 1]
6785,2987,261,,,[1]
6786,2987,273,,,[1]
6787,2987,2986,,,[2 3]
6788,2987,2988,,,[3]
6789,2987,15119,,,[1]
6790,2988,1321,,,[1]
6791,2988,2987,,,[2 3]
6792,2988,4408,,,[3]
6793,2988,7069,,,[2 3]
6794,2988,13638,,,[4]
6795,2988,15122,,,[1]
6796,2989,4408,,,[2 3]
6797,2989,5910,,,[1 2]
6798,2989,11774,,,[2]
6799,2990,4312,,,[1 2]
6800,2990,11771,,,[1 2]
6801,2990,11774,,,[2]
6802,2990,15061,,,[1]
6803,2991,312,,,[1]
6804,2991,2992,SAC23430,SAC24541,[1 2]
6805,2991,2996,,,[1]
6806,2991,4312,,,[2]
6807,2992,2991,SAC23430,SAC24541,[1 2]
6808,2992,2993,SAC24536,SAC24541,[0 1 2]
6809,2992,2997,,,[1]
6810,2992,3320,,,[1]
6811,2993,2992,SAC24536,SAC24541,[0 1 2]
6812,2993,2994,SAC24540,,[1]
6813,2993,3319,,,[1]
6814,2993,3321,,,[1]
6815,2994,2993,SAC24540,,[1]
6816,2994,3319,,,[1]
6817,2994,3326,,,[1]
6818,2994,8223,,,[1]
6819,2995,1140,,,[1]
6820,2995,2999,,,[1]
6821,2995,4483,SAC19550,,[1]
6822,2995,8223,,,[1]
6823,2996,237,,,[1]
6824,2996,2991,,,[1]
6825,2996,4489,SAC22840,,[1]
6826,2996,5479,,,[1 2]
6827,2997,2992,,,[1]
6828,2997,4485,SAC22840,,[1]
6829,2997,4489,SAC22840,,[1]
6830,2997,8657,,,[1]
6831,2997,11770,,,[1]
6832,2998,232,,,[1]
6833,2998,2999,SAC22840,,[1]
6834,2998,3319,,,[1]
6835,2998,4485,SAC22840,,[1]
6836,2999,2995,,,[1]
6837,2999,2998,SAC22840,,[1]
6838,2999,5483,,,[2]
6839,2999,8236,SAC22850,,[2]
6840,3000,1140,,,[1]
6841,3000,3010,,,[2]
6842,3000,4488,SAC22850,,[2 1]
6843,3000,15823,,,[2]
6844,3000,15863,,,[2 1]
6845,3001,288,,,[1]
6846,3001,11506,,,[1]
6847,3001,13643,,,[1]
6848,3002,3003,,,[2]
6849,3002,4309,,,[1]
6850,3002,8271,,,[1 2]
6851,3003,3002,,,[2]
6852,3003,3004,,,[1]
6853,3003,4494,,,[1 2]
6854,3004,235,,,[1]
6855,3004,3003,,,[1]
6856,3004,4446,,,[1]
6857,3004,4493,,,[1]
6858,3005,3022,,,[1]
6859,3005,3024,,,[1]
6860,3005,4417,,,[1]
6861,3006,233,,,[1]
6862,3006,235,,,[1]
6863,3006,3044,,,[2]
6864,3006,4446,,,[2]
6865,3006,8660,,,[1]
6866,3007,3008,,,[1]
6867,3007,4485,,,[1]
6868,3007,4486,,,[1]
6869,3008,3007,,,[1]
6870,3008,3015,,,[2]
6871,3008,5482,,,[2]
6872,3008,8238,,,[1]
6873,3009,3010,,,[1]
6874,3009,4491,,,[1]
6875,3009,8237,,,[1]
6876,3009,8238,,,[1]
6877,3010,3000,,,[2]
6878,3010,3009,,,[1]
6879,3010,5489,,,[2]
6880,3011,236,,,[1]
6881,3011,4494,,,[1 2]
6882,3011,5478,,,[1 2]
6883,3011,8398,,,[1]
6884,3012,3013,,,[1]
6885,3012,4493,,,[1]
6886,3012,8398,,,[1]
6887,3013,3012,,,[1]
6888,3013,3014,,,[1]
6889,3013,3038,,,[2]
6890,3013,11770,,,[1]
6891,3014,3013,,,[1]
6892,3014,4486,,,[1]
6893,3015,3008,,,[2]
6894,3015,3042,,,[2]
6895,3015,4308,,,[1]
6896,3015,8239,,,[1]
6897,3016,4491,,,[1]
6898,3016,5488,,,[1 2]
6899,3016,14777,,,[0]
6900,3017,248,,,[1]
6901,3017,1317,,,[1]
6902,3017,3034,,,[2]
6903,3017,3035,,,[2]
6904,3017,15062,,,[1]
6905,3018,330,,,[1]
6906,3018,3019,,,[2]
6907,3018,6070,,,[2]
6908,3019,3018,,,[2]
6909,3019,3020,SAC19680,,[1 2]
6910,3019,3332,,,[3]
6911,3019,3333,,,[2 3]
6912,3020,3019,SAC19680,,[1 2]
6913,3020,3021,SAC19680,,[1 2]
6914,3020,3036,,,[2]
6915,3020,3397,,,[2 1]
6916,3021,3020,SAC19680,,[1 2]
6917,3021,8200,SAC19680,,[1 2]
6918,3021,8234,,,[1]
6919,3022,3005,,,[1]
6920,3022,3340,,,[2]
6921,3022,8200,SAC19680,,[1 2]
6922,3022,8233,,,[2]
6923,3022,14770,,,[1]
6924,3023,4417,SAC24530,,[2 3]
6925,3023,4481,SAC15230,,[2 3]
6926,3023,14675,,,[2]
6927,3023,14678,,,[2]
6928,3024,3005,,,[1]
6929,3024,3347,,,[1]
6930,3024,4913,,,[1]
6931,3025,2335,SAC24575,,[1]
6932,3025,2925,SAC24575,,[1]
6933,3026,4422,,,[1]
6934,3026,8277,,,[1]
6935,3026,8278,,,[1]
6936,3027,265,,,[1]
6937,3027,3028,,,[1]
6938,3027,8277,,,[1]
6939,3028,3027,,,[1]
6940,3028,3304,,,[1]
6941,3028,8276,,,[1]
6942,3028,15826,,,[1]
6943,3029,258,,,[1]
6944,3029,4426,,,[0 1]
6945,3029,14408,,,[1]
6946,3029,15826,,,[1]
6947,3030,3031,,,[2]
6948,3030,5755,SAC18580,,[0 2]
6949,3030,14408,,,[1 0]
6950,3030,15278,,,[0 1]
6951,3031,254,,,[1 0]
6952,3031,264,,,[1]
6953,3031,3030,,,[2]
6954,3031,6182,,,[2 1]
6955,3031,12508,,,[1]
6956,3031,15082,,,[1]
6957,3031,15281,,,[0 1]
6958,3032,3033,,,[2]
6959,3032,4427,,,[2]
6960,3032,6182,,,[2 1]
6961,3032,7343,,,[3]
6962,3033,255,,,[1]
6963,3033,1316,,,[1]
6964,3033,3032,,,[2]
6965,3033,3037,,,[2]
6966,3034,3017,,,[2]
6967,3034,3037,,,[2]
6968,3034,3309,,,[2]
6969,3034,8397,,,[1]
6970,3035,3017,,,[2]
6971,3035,6145,,,[2]
6972,3036,331,,,[1]
6973,3036,332,,,[1]
6974,3036,3020,,,[2]
6975,3036,3100,,,[2]
6976,3037,876,,,[1]
6977,3037,1317,,,[1]
6978,3037,3033,,,[2]
6979,3037,3034,,,[2]
6980,3037,15066,,,[1]
6981,3038,3013,,,[2]
6982,3038,3039,,,[1]
6983,3038,4446,,,[2]
6984,3038,4493,,,[1]
6985,3038,8661,,,[1]
6986,3039,231,,,[1]
6987,3039,3038,,,[1]
6988,3039,3040,,,[1]
6989,3040,233,,,[1]
6990,3040,3039,,,[1]
6991,3040,3042,,,[1]
6992,3040,4486,,,[1]
6993,3041,3053,,,[2]
6994,3041,3054,,,[2]
6995,3041,8242,,,[1]
6996,3042,3015,,,[2]
6997,3042,3040,,,[1]
6998,3042,3236,,,[2]
6999,3042,4306,,,[1]
7000,3043,229,,,[1]
7001,3043,4306,,,[1]
7002,3043,11766,,,[1]
7003,3043,11767,,,[1]
7004,3044,3006,,,[2]
7005,3044,3316,,,[2]
7006,3044,8270,,,[1]
7007,3044,15289,,,[0 1]
7008,3045,3235,,,[2]
7009,3045,3236,,,[2]
7010,3045,4492,,,[2 1]
7011,3045,8270,,,[1]
7012,3046,4492,,,[2]
7013,3046,5389,,,[2]
7014,3046,11284,SAC23530,,[1 2]
7015,3046,11285,,,[1]
7016,3046,14219,,,[1]
7017,3046,14771,,,[1]
7018,3047,3048,,,[1]
7019,3047,5388,,,[2]
7020,3047,8248,,,[2]
7021,3048,3047,,,[1]
7022,3048,3049,,,[2 1]
7023,3048,4496,,,[1]
7024,3048,8246,,,[1]
7025,3049,3048,,,[2 1]
7026,3049,4603,,,[1]
7027,3049,15154,CAL21263,,[1]
7028,3050,3171,,,[2]
7029,3050,5398,,,[2]
7030,3050,5534,,,[2]
7031,3050,6545,,,[1]
7032,3050,7262,,,[2 1]
7033,3051,3052,,,[2]
7034,3051,5402,,,[2]
7035,3051,7262,,,[2 1]
7036,3052,3051,,,[2]
7037,3052,3053,,,[2]
7038,3052,3166,,,[3]
7039,3052,5408,,,[2 3]
7040,3052,14598,,,[1]
7041,3053,385,,,[1]
7042,3053,885,,,[1]
7043,3053,3041,,,[2]
7044,3053,3052,,,[2]
7045,3054,3041,,,[2]
7046,3054,3396,,,[2]
7047,3054,11293,SAC24936,,[1]
7048,3054,15295,,,[0 1]
7049,3055,887,,,[1]
7050,3055,2342,,,[2]
7051,3055,3394,,,[1]
7052,3055,3395,,,[2]
7053,3056,3057,,,[2]
7054,3056,3102,,,[2]
7055,3056,3345,,,[2]
7056,3056,3395,,,[2]
7057,3057,434,,,[1]
7058,3057,438,,,[1]
7059,3057,3056,,,[2]
7060,3057,3058,,,[2]
7061,3057,3354,,,[2]
7062,3058,3057,,,[2]
7063,3058,3059,,,[2]
7064,3058,6156,,,[3]
7065,3058,6274,,,[3]
7066,3059,433,,,[1]
7067,3059,3058,,,[2]
7068,3059,3060,,,[2]
7069,3060,3059,,,[2]
7070,3060,3061,,,[2]
7071,3060,3075,,,[2]
7072,3060,3359,,,[1]
7073,3061,432,,,[1]
7074,3061,440,,,[1]
7075,3061,441,,,[1]
7076,3061,3060,,,[2]
7077,3061,3062,,,[2]
7078,3062,3061,,,[2]
7079,3062,3063,,,[1]
7080,3062,3360,,,[2]
7081,3062,4445,,,[2]
7082,3062,13798,,,[0 1]
7083,3063,3062,,,[1]
7084,3063,4320,,,[1]
7085,3063,4449,,,[1]
7086,3063,4646,,,[1]
7087,3063,13798,,,[0 1]
7088,3064,2930,,,[2]
7089,3064,2931,,,[2]
7090,3064,3065,,,[1 2]
7091,3064,4320,,,[1]
7092,3064,13798,,,[0 1]
7093,3065,2193,,,[1 2]
7094,3065,3064,,,[1]
7095,3065,6067,,,[2]
7096,3066,2278,,,[1]
7097,3066,2298,SAC16880,,[1]
7098,3066,14286,SAC16880,,[1]
7099,3067,3068,,,[1]
7100,3067,4646,,,[1]
7101,3067,4647,,,[1]
7102,3068,3067,,,[1]
7103,3068,3069,,,[2]
7104,3068,6270,,,[2]
7105,3069,443,,,[1]
7106,3069,449,,,[1]
7107,3069,2931,,,[2]
7108,3069,3068,,,[2]
7109,3070,3167,,,[1]
7110,3070,4478,,,[1]
7111,3070,8219,,,[1]
7112,3071,3083,,,[1]
7113,3071,4463,,,[1]
7114,3071,8208,,,[1]
7115,3072,4324,SAC23080,,[2]
7116,3072,4462,,,[1]
7117,3072,4463,,,[1]
7118,3072,14420,SAC23080,,[2]
7119,3073,530,,,[1]
7120,3073,2937,,,[1]
7121,3073,3091,,,[1]
7122,3074,436,,,[1]
7123,3074,3075,,,[3]
7124,3074,6156,,,[3]
7125,3075,3060,,,[2]
7126,3075,3074,,,[3]
7127,3075,3076,,,[3]
7128,3075,3107,,,[2]
7129,3076,439,,,[1]
7130,3076,440,,,[1]
7131,3076,441,,,[1]
7132,3076,3075,,,[3]
7133,3076,3077,,,[3]
7134,3077,3076,,,[3]
7135,3077,3371,,,[2]
7136,3077,6272,,,[2 3]
7137,3077,8205,,,[3]
7138,3078,2626,,,[3]
7139,3078,3361,,,[1]
7140,3078,8205,,,[3]
7141,3078,8206,,,[1]
7142,3079,2626,,,[3]
7143,3079,2632,,,[3]
7144,3079,2638,,,[3]
7145,3079,6270,,,[2]
7146,3080,2280,,,[2]
7147,3080,2638,,,[3]
7148,3080,4471,,,[1]
7149,3080,8207,SAC19090,,[2 3]
7150,3081,447,,,[1]
7151,3081,3082,SAC19090,,[2]
7152,3081,4714,,,[1]
7153,3081,8207,SAC19090,,[2]
7154,3082,3081,SAC19090,,[2]
7155,3082,3095,,,[1]
7156,3082,4441,,,[1]
7157,3082,8209,SAC19090,,[2]
7158,3083,461,,,[1]
7159,3083,3071,,,[1]
7160,3083,3084,SAC19090,,[2]
7161,3083,8209,SAC19090,,[2]
7162,3084,2279,SAC19090,,[2]
7163,3084,3083,SAC19090,,[2]
7164,3084,3096,,,[1]
7165,3084,4463,,,[1]
7166,3085,3097,SAC23080,,[2]
7167,3085,14420,SAC23080,,[2 3]
7168,3085,14421,SAC19090,,[2]
7169,3085,14422,SAC19090,,[2]
7170,3086,465,,,[1]
7171,3086,3087,SAC24254,,[2]
7172,3086,8215,,,[1]
7173,3086,14421,SAC24254,,[2]
7174,3087,3086,SAC24254,,[2]
7175,3087,3088,,,[2]
7176,3087,4456,SAC24802,,[1]
7177,3087,8216,SAC24802,,[1]
7178,3088,892,,,[1]
7179,3088,3087,,,[2]
7180,3088,3181,,,[2]
7181,3088,8217,SAC24257,,[2 3]
7182,3089,3090,,,[2]
7183,3089,3181,,,[2]
7184,3090,3089,,,[2]
7185,3090,3091,,,[2]
7186,3090,3555,,,[2]
7187,3090,4874,,,[1]
7188,3091,3073,,,[1]
7189,3091,3090,,,[2]
7190,3091,3092,,,[2]
7191,3092,2938,SAC22280,,[1]
7192,3092,3091,,,[2]
7193,3092,3093,,,[2]
7194,3092,3560,,,[0]
7195,3093,528,,,[1]
7196,3093,3092,,,[2]
7197,3093,3094,,,[1 2]
7198,3094,531,,,[1]
7199,3094,3093,,,[1 2]
7200,3094,10138,,,[0 2]
7201,3094,14751,,,[1 2]
7202,3094,14755,,,[0]
7203,3095,461,,,[1]
7204,3095,3082,,,[1]
7205,3095,3114,,,[1]
7206,3096,461,,,[1]
7207,3096,462,,,[1]
7208,3096,3084,,,[1]
7209,3096,3115,,,[1]
7210,3097,462,,,[1]
7211,3097,465,,,[1]
7212,3097,3085,SAC23080,,[2]
7213,3097,3116,SAC23080,,[2]
7214,3098,14755,,,[0]
7215,3098,14756,,,[0]
7216,3099,840,,,[1]
7217,3099,2889,,,[1]
7218,3099,13705,,,[1]
7219,3100,3036,,,[2]
7220,3100,4479,,,[2]
7221,3100,5513,,,[2]
7222,3101,2277,,,[3]
7223,3101,2342,,,[2]
7224,3101,3398,,,[3]
7225,3101,8202,,,[2]
7226,3102,2277,,,[3]
7227,3102,3056,,,[2]
7228,3102,3103,,,[3]
7229,3102,3122,SAC24754,,[2]
7230,3103,391,,,[1]
7231,3103,438,,,[1]
7232,3103,3102,,,[3]
7233,3103,3104,,,[3]
7234,3104,3103,,,[3]
7235,3104,3105,,,[3]
7236,3104,3354,,,[2]
7237,3104,4319,SAC24571,,[2]
7238,3105,3104,,,[3]
7239,3105,3372,,,[3]
7240,3105,3373,,,[1]
7241,3106,3108,,,[3]
7242,3106,3327,,,[3]
7243,3106,3358,,,[2]
7244,3106,4318,,,[2]
7245,3106,16337,,,[1]
7246,3107,436,,,[1]
7247,3107,3075,,,[2]
7248,3107,3357,,,[2]
7249,3107,4711,,,[1]
7250,3108,442,,,[1]
7251,3108,3106,,,[3]
7252,3108,3109,,,[3]
7253,3109,3108,,,[3]
7254,3109,3110,,,[3]
7255,3109,3318,,,[2]
7256,3109,3371,,,[2]
7257,3110,419,,,[1]
7258,3110,3109,,,[3]
7259,3110,3362,,,[1]
7260,3110,3378,,,[3]
7261,3111,3133,SAC24261,,[3]
7262,3111,3363,,,[3]
7263,3111,3366,,,[2]
7264,3111,3378,,,[3]
7265,3112,2280,,,[2]
7266,3112,3113,SAC25186,,[2]
7267,3112,3365,,,[1 2]
7268,3112,3366,,,[2 3]
7269,3113,418,,,[1]
7270,3113,447,,,[1]
7271,3113,3112,SAC25186,,[2 3]
7272,3113,3114,SAC25186,,[2]
7273,3114,3095,,,[1]
7274,3114,3113,SAC25186,,[2 3]
7275,3114,3368,,,[1]
7276,3114,4327,SAC25186,,[2]
7277,3115,3096,,,[1]
7278,3115,3116,SAC25186,,[2]
7279,3115,3369,,,[1]
7280,3115,4327,SAC25186,,[2 3]
7281,3116,3097,SAC23080,,[2]
7282,3116,3115,SAC25186,,[2 3]
7283,3116,3117,SAC24257,,[2 3]
7284,3116,3370,SAC24626,,[2 3]
7285,3117,411,,,[1]
7286,3117,3116,SAC24257,,[2 3]
7287,3117,8218,SAC24257,,[2 3]
7288,3118,4455,SAC24257,,[2 3]
7289,3118,8218,SAC24257,,[2 3]
7290,3119,3120,SAC24936,,[1]
7291,3119,3162,,,[1]
7292,3119,11293,SAC24936,,[1]
7293,3120,3119,SAC24936,,[1]
7294,3120,3121,SAC24936,,[1]
7295,3120,3352,,,[2]
7296,3121,3120,SAC24936,,[1]
7297,3121,3143,,,[2]
7298,3121,11294,SAC24936,,[1]
7299,3122,388,,,[1]
7300,3122,3102,SAC24754,,[2]
7301,3122,3123,,,[2]
7302,3122,11294,SAC24936,,[1 2]
7303,3123,391,,,[1]
7304,3123,3122,,,[2]
7305,3123,3124,,,[2]
7306,3124,3123,,,[2]
7307,3124,3125,,,[2]
7308,3124,3145,SAC24571,,[2]
7309,3124,4319,SAC24571,,[2]
7310,3125,3124,,,[2]
7311,3125,3126,,,[2]
7312,3126,405,,,[1]
7313,3126,3125,,,[2]
7314,3126,3127,,,[2]
7315,3126,14510,,,[1]
7316,3127,3126,,,[2]
7317,3127,3128,,,[2]
7318,3127,3147,,,[1]
7319,3128,3127,,,[2]
7320,3128,3129,,,[2]
7321,3128,3375,,,[2]
7322,3129,403,,,[1]
7323,3129,406,,,[1]
7324,3129,3128,,,[2]
7325,3129,3130,,,[2]
7326,3130,3129,,,[2]
7327,3130,3131,,,[2]
7328,3130,3149,,,[2]
7329,3131,406,,,[1]
7330,3131,3130,,,[2]
7331,3131,3132,,,[1]
7332,3131,3377,,,[2]
7333,3132,419,,,[1]
7334,3132,420,,,[1]
7335,3132,3131,,,[1]
7336,3132,3133,,,[1]
7337,3133,415,,,[1]
7338,3133,3111,SAC24261,,[3]
7339,3133,3132,,,[1]
7340,3133,3134,,,[1]
7341,3133,3153,SAC24261,,[3]
7342,3134,3133,,,[1]
7343,3134,3136,,,[1]
7344,3134,3364,SAC24799,,[1]
7345,3134,6532,,,[1]
7346,3134,8213,,,[1]
7347,3135,403,,,[1]
7348,3135,3147,,,[1]
7349,3135,4421,,,[1]
7350,3136,418,,,[1]
7351,3136,3134,,,[1]
7352,3136,8210,,,[1]
7353,3136,8212,,,[1]
7354,3137,3138,,,[1]
7355,3137,3368,,,[1]
7356,3137,8210,,,[1]
7357,3137,8211,,,[1]
7358,3138,408,,,[1]
7359,3138,3137,,,[1]
7360,3138,3139,,,[1]
7361,3138,3369,,,[1]
7362,3139,3138,,,[1]
7363,3139,3140,,,[1]
7364,3139,3159,SAC24625,,[2 3]
7365,3139,3370,SAC24626,,[2 3]
7366,3140,412,,,[1]
7367,3140,3139,,,[1]
7368,3140,8489,,,[1]
7369,3140,10199,,,[1]
7370,3141,464,,,[1]
7371,3141,8600,,,[1]
7372,3141,10198,,,[1]
7373,3141,10199,,,[1]
7374,3142,464,,,[1]
7375,3142,4455,,,[1]
7376,3142,8218,,,[1]
7377,3142,10198,,,[1]
7378,3143,388,,,[1]
7379,3143,3121,,,[2]
7380,3143,3163,,,[2]
7381,3144,1022,,,[1]
7382,3144,3308,ELD19372,,[1]
7383,3144,11021,ELD19372,,[1]
7384,3145,388,,,[1]
7385,3145,3124,SAC24571,,[2]
7386,3145,3146,SAC24571,,[2]
7387,3146,402,,,[1]
7388,3146,3145,SAC24571,,[2]
7389,3146,3165,SAC24571,,[2]
7390,3147,402,,,[1]
7391,3147,3127,,,[1]
7392,3147,3135,,,[1]
7393,3148,403,,,[1]
7394,3148,3149,,,[2]
7395,3148,3291,,,[2]
7396,3149,3130,,,[2]
7397,3149,3148,,,[2]
7398,3149,3150,,,[1]
7399,3150,420,,,[1]
7400,3150,421,,,[1]
7401,3150,3149,,,[1]
7402,3150,3151,,,[1]
7403,3151,3150,,,[1]
7404,3151,3152,,,[1]
7405,3152,3151,,,[1]
7406,3152,3153,,,[1]
7407,3153,3133,SAC24261,,[3]
7408,3153,3152,,,[1]
7409,3153,3294,SAC24261,,[3]
7410,3153,4442,,,[1]
7411,3154,4466,,,[1]
